idpersona;cod_materia;aprueba;nombrecolegio;idpais;anio;idtipoalumno;fecha_examen
110035;CSB13;S;PUERTO ARGENTINO;54;2023;4;04/12/2023
115226;FG011;S;COLEGIO UNIVERSITARIO PATAGÓNICO;54;2023;4;12/12/2023
115226;GE001;S;COLEGIO UNIVERSITARIO PATAGÓNICO;54;2023;4;23/11/2023
115226;HI008;S;COLEGIO UNIVERSITARIO PATAGÓNICO;54;2023;4;01/12/2023
115226;HI009;S;COLEGIO UNIVERSITARIO PATAGÓNICO;54;2023;4;12/12/2023
106558;CP013;S;COLEGIO SUPERIOR JULIO OSSOLA;54;2023;4;14/02/2023
106558;CP014;S;COLEGIO SUPERIOR JULIO OSSOLA;54;2023;4;15/03/2023
110035;CSB14;S;PUERTO ARGENTINO;54;2023;4;06/12/2023
115226;HI011;S;COLEGIO UNIVERSITARIO PATAGÓNICO;54;2023;4;19/12/2023
110035;CSB15;S;PUERTO ARGENTINO;54;2023;4;30/11/2023
115226;FG004;S;COLEGIO UNIVERSITARIO PATAGÓNICO;54;2023;4;06/12/2023
110035;CSB18;S;PUERTO ARGENTINO;54;2023;4;13/07/2023
110035;CSB32;S;PUERTO ARGENTINO;54;2023;4;08/06/2023
115226;GE001;S;COLEGIO UNIVERSITARIO PATAGÓNICO;54;2023;4;23/11/2023
110035;CSB33;S;PUERTO ARGENTINO;54;2023;4;08/12/2023
115226;HI008;S;COLEGIO UNIVERSITARIO PATAGÓNICO;54;2023;4;01/12/2023
110123;CSB11;S;CENTRO EDUCATIVO NIVEL SECUNDARIO 248;54;2023;2;15/08/2023
115226;HI009;S;COLEGIO UNIVERSITARIO PATAGÓNICO;54;2023;4;12/12/2023
115226;HI011;S;COLEGIO UNIVERSITARIO PATAGÓNICO;54;2023;4;19/12/2023
115226;FGB01;S;COLEGIO UNIVERSITARIO PATAGÓNICO;54;2023;4;21/11/2023
110123;CSB13;S;CENTRO EDUCATIVO NIVEL SECUNDARIO 248;54;2023;2;04/12/2023
115226;FGB02;S;COLEGIO UNIVERSITARIO PATAGÓNICO;54;2023;4;12/12/2023
110123;CSB14;S;CENTRO EDUCATIVO NIVEL SECUNDARIO 248;54;2023;2;06/12/2023
115226;FGB03;S;COLEGIO UNIVERSITARIO PATAGÓNICO;54;2023;4;13/07/2023
106559;GC010;S;INSTITUTO SUP. SAN IGNACIO (ED.SUP.COMUN Y N.MEDIO DE ADULTOS);54;2023;4;14/07/2023
110123;CSB15;S;CENTRO EDUCATIVO NIVEL SECUNDARIO 248;54;2023;2;30/11/2023
115226;FGB05;S;COLEGIO UNIVERSITARIO PATAGÓNICO;54;2023;4;29/11/2023
110123;CSB16;S;CENTRO EDUCATIVO NIVEL SECUNDARIO 248;54;2023;2;10/08/2023
115226;HIB01;S;COLEGIO UNIVERSITARIO PATAGÓNICO;54;2023;4;18/09/2023
115226;HIB02;S;COLEGIO UNIVERSITARIO PATAGÓNICO;54;2023;4;18/09/2023
115226;HIB03;S;COLEGIO UNIVERSITARIO PATAGÓNICO;54;2023;4;18/09/2023
115226;HIB07;S;COLEGIO UNIVERSITARIO PATAGÓNICO;54;2023;4;04/07/2023
110123;CSB17;S;CENTRO EDUCATIVO NIVEL SECUNDARIO 248;54;2023;2;25/09/2023
115226;HIB08;S;COLEGIO UNIVERSITARIO PATAGÓNICO;54;2023;4;12/12/2023
106840;TS005;S;ESCUELA PROVINCIAL N° 745;54;2023;4;25/11/2023
110123;CSB18;S;CENTRO EDUCATIVO NIVEL SECUNDARIO 248;54;2023;2;13/07/2023
106840;TS009;S;ESCUELA PROVINCIAL N° 745;54;2023;4;25/08/2023
115226;HIB09;S;COLEGIO UNIVERSITARIO PATAGÓNICO;54;2023;4;30/11/2023
106840;TS010;S;ESCUELA PROVINCIAL N° 745;54;2023;4;17/12/2023
110123;CSB33;S;CENTRO EDUCATIVO NIVEL SECUNDARIO 248;54;2023;2;08/12/2023
115226;HIB10;S;COLEGIO UNIVERSITARIO PATAGÓNICO;54;2023;4;19/12/2023
110123;CSB11;S;CENTRO EDUCATIVO NIVEL SECUNDARIO 248;54;2023;4;15/08/2023
115226;SOB01;S;COLEGIO UNIVERSITARIO PATAGÓNICO;54;2023;4;18/09/2023
106858;TS012;S;INSTITUTO SALESIANO SAN JOSE (POLIMODAL);54;2023;4;20/12/2023
106858;TS013;S;INSTITUTO SALESIANO SAN JOSE (POLIMODAL);54;2023;4;13/12/2023
110123;CSB13;S;CENTRO EDUCATIVO NIVEL SECUNDARIO 248;54;2023;4;04/12/2023
110123;CSB14;S;CENTRO EDUCATIVO NIVEL SECUNDARIO 248;54;2023;4;06/12/2023
110123;CSB15;S;CENTRO EDUCATIVO NIVEL SECUNDARIO 248;54;2023;4;30/11/2023
110123;CSB16;S;CENTRO EDUCATIVO NIVEL SECUNDARIO 248;54;2023;4;10/08/2023
115263;CSB01;S;ESCUELA PROVINCIAL N° 769 CIUDAD DEL VIENTO;54;2023;4;12/12/2023
110123;CSB17;S;CENTRO EDUCATIVO NIVEL SECUNDARIO 248;54;2023;4;25/09/2023
115263;CSB07;S;ESCUELA PROVINCIAL N° 769 CIUDAD DEL VIENTO;54;2023;4;11/07/2023
115263;CSB09;S;ESCUELA PROVINCIAL N° 769 CIUDAD DEL VIENTO;54;2023;4;06/12/2023
110123;CSB18;S;CENTRO EDUCATIVO NIVEL SECUNDARIO 248;54;2023;4;13/07/2023
115263;CSB10;S;ESCUELA PROVINCIAL N° 769 CIUDAD DEL VIENTO;54;2023;4;14/12/2023
115263;CSB29;S;ESCUELA PROVINCIAL N° 769 CIUDAD DEL VIENTO;54;2023;4;10/07/2023
110123;CSB33;S;CENTRO EDUCATIVO NIVEL SECUNDARIO 248;54;2023;4;08/12/2023
110389;TS012;S;SANTO DOMINGO SAVIO;54;2023;4;20/12/2023
106858;TS014;S;INSTITUTO SALESIANO SAN JOSE (POLIMODAL);54;2023;4;15/12/2023
110389;TS013;S;SANTO DOMINGO SAVIO;54;2023;4;13/12/2023
115288;CE008;S;INSTITUTO EVA G. F. DE PINTO;54;2023;4;15/12/2023
110389;TS014;S;SANTO DOMINGO SAVIO;54;2023;4;29/09/2023
115288;CE010;S;INSTITUTO EVA G. F. DE PINTO;54;2023;4;12/12/2023
115288;CE011;S;INSTITUTO EVA G. F. DE PINTO;54;2023;4;20/12/2023
115288;CE013;S;INSTITUTO EVA G. F. DE PINTO;54;2023;4;11/12/2023
106858;TS015;S;INSTITUTO SALESIANO SAN JOSE (POLIMODAL);54;2023;4;18/12/2023
110389;TS015;S;SANTO DOMINGO SAVIO;54;2023;4;18/12/2023
115482;CSB02;S;ESCUELA PROVINCIAL N° 745;54;2023;4;04/09/2023
110498;FGB03;S;NÉSTOR GONZÁLEZ SALVATIERRA;54;2023;5;13/07/2023
115482;CSB03;S;ESCUELA PROVINCIAL N° 745;54;2023;4;07/08/2023
115482;CSB04;S;ESCUELA PROVINCIAL N° 745;54;2023;4;08/08/2023
115482;CSB06;S;ESCUELA PROVINCIAL N° 745;54;2023;4;28/12/2023
107169;GA001;S;COLEGIO UNIVERSITARIO PATAGÓNICO;54;2023;5;21/04/2023
107169;GA004;S;COLEGIO UNIVERSITARIO PATAGÓNICO;54;2023;5;02/06/2023
107169;GA008;S;COLEGIO UNIVERSITARIO PATAGÓNICO;54;2023;5;05/07/2023
107170;CSB02;S;PUERTO ARGENTINO;54;2023;4;10/08/2023
115567;CSB09;S;ESCUELA NRO. 718 (ORIENTACIÓN TÉCNICO EN TURISMO);54;2023;4;06/12/2023
107170;CSB07;S;PUERTO ARGENTINO;54;2023;4;11/07/2023
110498;FGB03;S;NÉSTOR GONZÁLEZ SALVATIERRA;54;2023;4;13/07/2023
107170;CSB10;S;PUERTO ARGENTINO;54;2023;4;14/12/2023
107170;CSB11;S;PUERTO ARGENTINO;54;2023;4;26/09/2023
115609;FG001;S;GREGORIO MAYO;54;2023;4;27/03/2023
110498;GEB30;S;NÉSTOR GONZÁLEZ SALVATIERRA;54;2023;4;01/08/2023
115609;FG002;S;GREGORIO MAYO;54;2023;4;18/04/2023
115609;FG003;S;GREGORIO MAYO;54;2023;4;07/12/2023
107170;CSB12;S;PUERTO ARGENTINO;54;2023;4;08/12/2023
110498;GEB34;S;NÉSTOR GONZÁLEZ SALVATIERRA;54;2023;4;27/02/2023
115609;FG004;S;GREGORIO MAYO;54;2023;4;06/12/2023
115609;GE001;S;GREGORIO MAYO;54;2023;4;23/11/2023
110570;GC009;S;COLEGIO NOCT.DE BACH.Y POLIM.HECTOR AYAX GUIÑAZU;54;2023;4;16/02/2023
115609;HI008;S;GREGORIO MAYO;54;2023;4;01/12/2023
115609;HI011;S;GREGORIO MAYO;54;2023;4;19/12/2023
115609;FG004;S;GREGORIO MAYO;54;2023;2;06/12/2023
115609;GE001;S;GREGORIO MAYO;54;2023;2;23/11/2023
115609;HI008;S;GREGORIO MAYO;54;2023;2;01/12/2023
115609;HI011;S;GREGORIO MAYO;54;2023;2;19/12/2023
115609;FGB03;S;GREGORIO MAYO;54;2023;4;18/04/2023
115609;FGB05;S;GREGORIO MAYO;54;2023;4;29/11/2023
107170;CSB32;S;PUERTO ARGENTINO;54;2023;4;14/07/2023
110570;GC011;S;COLEGIO NOCT.DE BACH.Y POLIM.HECTOR AYAX GUIÑAZU;54;2023;4;07/02/2023
115609;HIB03;S;GREGORIO MAYO;54;2023;4;27/03/2023
115609;HIB05;S;GREGORIO MAYO;54;2023;4;27/03/2023
110570;GC014;S;COLEGIO NOCT.DE BACH.Y POLIM.HECTOR AYAX GUIÑAZU;54;2023;4;24/03/2023
115609;HIB07;S;GREGORIO MAYO;54;2023;4;04/07/2023
110570;GC015;S;COLEGIO NOCT.DE BACH.Y POLIM.HECTOR AYAX GUIÑAZU;54;2023;4;12/04/2023
115609;HIB09;S;GREGORIO MAYO;54;2023;4;30/11/2023
115609;HIB10;S;GREGORIO MAYO;54;2023;4;19/12/2023
110570;GC016;S;COLEGIO NOCT.DE BACH.Y POLIM.HECTOR AYAX GUIÑAZU;54;2023;4;14/07/2023
115609;SOB01;S;GREGORIO MAYO;54;2023;4;27/03/2023
110570;GC017;S;COLEGIO NOCT.DE BACH.Y POLIM.HECTOR AYAX GUIÑAZU;54;2023;4;16/08/2023
110570;GC018;S;COLEGIO NOCT.DE BACH.Y POLIM.HECTOR AYAX GUIÑAZU;54;2023;4;03/07/2023
115618;TS001;S;Colegio Univers.Patagonico;54;2023;4;17/03/2023
115618;TS005;S;Colegio Univers.Patagonico;54;2023;4;25/11/2023
110570;GC019;S;COLEGIO NOCT.DE BACH.Y POLIM.HECTOR AYAX GUIÑAZU;54;2023;4;18/12/2023
115618;TS007;S;Colegio Univers.Patagonico;54;2023;4;04/12/2023
115618;TS009;S;Colegio Univers.Patagonico;54;2023;4;25/08/2023
110570;GC020;S;COLEGIO NOCT.DE BACH.Y POLIM.HECTOR AYAX GUIÑAZU;54;2023;4;08/12/2023
115618;TS010;S;Colegio Univers.Patagonico;54;2023;4;17/12/2023
110570;GC021;S;COLEGIO NOCT.DE BACH.Y POLIM.HECTOR AYAX GUIÑAZU;54;2023;4;07/12/2023
110570;GC023;S;COLEGIO NOCT.DE BACH.Y POLIM.HECTOR AYAX GUIÑAZU;54;2023;4;07/12/2023
110570;GC025;S;COLEGIO NOCT.DE BACH.Y POLIM.HECTOR AYAX GUIÑAZU;54;2023;4;07/02/2023
110570;GC035;S;COLEGIO NOCT.DE BACH.Y POLIM.HECTOR AYAX GUIÑAZU;54;2023;4;06/12/2023
111027;TU003;S;INSTITUTO INTEGRAL L.E.A.;54;2023;4;23/11/2023
115726;TS001;S;ESCUELA MEDIA SANTA ROSA DE LEALES;54;2023;4;26/09/2023
115726;TS005;S;ESCUELA MEDIA SANTA ROSA DE LEALES;54;2023;4;25/11/2023
115726;TS009;S;ESCUELA MEDIA SANTA ROSA DE LEALES;54;2023;4;25/08/2023
115726;TS010;S;ESCUELA MEDIA SANTA ROSA DE LEALES;54;2023;4;17/12/2023
111158;TS014;S;ARA PUNTA MÉDANOS  N° 7702;54;2023;5;29/09/2023
115873;TU006;S;COLEGIO PROVINCIAL NRO 710;54;2023;4;07/12/2023
115873;TU007;S;COLEGIO PROVINCIAL NRO 710;54;2023;4;05/12/2023
115873;TU008;S;COLEGIO PROVINCIAL NRO 710;54;2023;4;13/07/2023
115873;TU009;S;COLEGIO PROVINCIAL NRO 710;54;2023;4;25/06/2023
115873;TU011;S;COLEGIO PROVINCIAL NRO 710;54;2023;4;01/12/2023
112223;CE010;S;INSTITUTO STA.ANA Y SAN JOAQUIN;54;2023;4;12/12/2023
116031;CE002;S;GOBERNADOR FONTANA;54;2023;4;05/12/2023
116031;CE007;S;GOBERNADOR FONTANA;54;2023;4;13/12/2023
116031;CE008;S;GOBERNADOR FONTANA;54;2023;4;15/12/2023
116031;CE009;S;GOBERNADOR FONTANA;54;2023;4;14/12/2023
116031;CE013;S;GOBERNADOR FONTANA;54;2023;4;11/12/2023
116262;HI005;S;COLEGIO N° 746;54;2023;4;14/02/2023
107541;CSB11;S;COLEGIO N° 746;54;2023;4;17/10/2023
107541;CSB13;S;COLEGIO N° 746;54;2023;4;04/12/2023
107541;CSB14;S;COLEGIO N° 746;54;2023;4;06/12/2023
107541;CSB15;S;COLEGIO N° 746;54;2023;4;30/11/2023
107541;CSB16;S;COLEGIO N° 746;54;2023;4;10/08/2023
107541;CSB17;S;COLEGIO N° 746;54;2023;4;13/11/2023
107541;CSB18;S;COLEGIO N° 746;54;2023;4;13/07/2023
112223;CE011;S;INSTITUTO STA.ANA Y SAN JOAQUIN;54;2023;4;20/12/2023
107541;CSB32;S;COLEGIO N° 746;54;2023;4;08/06/2023
116468;CSB07;S;COLEGIO PROVINCIAL NRO.766 PERITO FRANCISCO MORENO;54;2023;4;11/07/2023
116468;CSB08;S;COLEGIO PROVINCIAL NRO.766 PERITO FRANCISCO MORENO;54;2023;4;04/08/2023
116468;CSB09;S;COLEGIO PROVINCIAL NRO.766 PERITO FRANCISCO MORENO;54;2023;4;06/12/2023
112223;CE013;S;INSTITUTO STA.ANA Y SAN JOAQUIN;54;2023;4;11/12/2023
116468;CSB10;S;COLEGIO PROVINCIAL NRO.766 PERITO FRANCISCO MORENO;54;2023;4;14/12/2023
116468;CSB11;S;COLEGIO PROVINCIAL NRO.766 PERITO FRANCISCO MORENO;54;2023;4;10/07/2023
112223;CE015;S;INSTITUTO STA.ANA Y SAN JOAQUIN;54;2023;4;05/12/2023
116468;CSB12;S;COLEGIO PROVINCIAL NRO.766 PERITO FRANCISCO MORENO;54;2023;4;08/12/2023
116468;CSB29;S;COLEGIO PROVINCIAL NRO.766 PERITO FRANCISCO MORENO;54;2023;4;10/07/2023
112255;CE010;S;ESCUELA AGROPECUARIA PEÑIHUE N° 719;54;2023;4;30/03/2023
107671;CP004;S;INSTITUTO LA SALLE;54;2023;5;28/09/2023
107671;CP007;S;INSTITUTO LA SALLE;54;2023;5;15/11/2023
107671;CP008;S;INSTITUTO LA SALLE;54;2023;5;16/08/2023
107671;CP010;S;INSTITUTO LA SALLE;54;2023;5;12/12/2023
107671;CP011;S;INSTITUTO LA SALLE;54;2023;5;14/12/2023
107671;CP012;S;INSTITUTO LA SALLE;54;2023;5;14/12/2023
116694;GE003;S;COLEGIO N° 704 PREFECTURA NAVAL ARGENTINA;54;2023;4;13/02/2023
112255;CE015;S;ESCUELA AGROPECUARIA PEÑIHUE N° 719;54;2023;4;05/12/2023
116694;GE004;S;COLEGIO N° 704 PREFECTURA NAVAL ARGENTINA;54;2023;4;15/12/2023
116694;GE005;S;COLEGIO N° 704 PREFECTURA NAVAL ARGENTINA;54;2023;4;13/11/2023
107830;CSB07;S;INSTITUTO LEONARDO DA VINCI;54;2023;4;11/07/2023
112255;CE016;S;ESCUELA AGROPECUARIA PEÑIHUE N° 719;54;2023;4;07/12/2023
107830;CSB09;S;INSTITUTO LEONARDO DA VINCI;54;2023;4;06/12/2023
107830;CSB10;S;INSTITUTO LEONARDO DA VINCI;54;2023;4;14/12/2023
112255;CE017;S;ESCUELA AGROPECUARIA PEÑIHUE N° 719;54;2023;4;05/12/2023
107830;CSB11;S;INSTITUTO LEONARDO DA VINCI;54;2023;4;10/07/2023
107830;CSB12;S;INSTITUTO LEONARDO DA VINCI;54;2023;4;08/12/2023
116694;GE007;S;COLEGIO N° 704 PREFECTURA NAVAL ARGENTINA;54;2023;4;27/11/2023
112255;CE019;S;ESCUELA AGROPECUARIA PEÑIHUE N° 719;54;2023;4;27/11/2023
112276;GC002;S;ESCUELA MEDIA NRO. 440 SIMON DE IRIONDO;54;2023;4;27/10/2023
107841;TS012;S;Colegio Univers.Patagonico;54;2023;4;20/12/2023
107841;TS013;S;Colegio Univers.Patagonico;54;2023;4;13/12/2023
107841;TS014;S;Colegio Univers.Patagonico;54;2023;4;29/09/2023
107841;TS015;S;Colegio Univers.Patagonico;54;2023;4;18/12/2023
112276;GC009;S;ESCUELA MEDIA NRO. 440 SIMON DE IRIONDO;54;2023;4;16/02/2023
112276;GC011;S;ESCUELA MEDIA NRO. 440 SIMON DE IRIONDO;54;2023;4;07/02/2023
112276;GC014;S;ESCUELA MEDIA NRO. 440 SIMON DE IRIONDO;54;2023;4;24/03/2023
112276;GC016;S;ESCUELA MEDIA NRO. 440 SIMON DE IRIONDO;54;2023;4;14/07/2023
112276;GC017;S;ESCUELA MEDIA NRO. 440 SIMON DE IRIONDO;54;2023;4;16/08/2023
108009;FGB09;S;COLEGIO NACIONAL DE TRELEW;54;2023;4;10/07/2023
108009;HIB02;S;COLEGIO NACIONAL DE TRELEW;54;2023;4;10/08/2023
112276;GC018;S;ESCUELA MEDIA NRO. 440 SIMON DE IRIONDO;54;2023;4;03/07/2023
108009;HIB06;S;COLEGIO NACIONAL DE TRELEW;54;2023;4;30/11/2023
108009;HIB12;S;COLEGIO NACIONAL DE TRELEW;54;2023;4;11/07/2023
108009;HIB13;S;COLEGIO NACIONAL DE TRELEW;54;2023;4;10/07/2023
108009;HIB16;S;COLEGIO NACIONAL DE TRELEW;54;2023;4;07/12/2023
117055;CP001;S;INSTITUTO INTEGRAL SAN ANTONIO DE PADUA EX 72 BIS;54;2023;4;15/03/2023
108009;HIB17;S;COLEGIO NACIONAL DE TRELEW;54;2023;4;25/11/2023
112276;GC019;S;ESCUELA MEDIA NRO. 440 SIMON DE IRIONDO;54;2023;4;18/12/2023
108009;ID008;S;COLEGIO NACIONAL DE TRELEW;54;2023;4;17/04/2023
117055;CP004;S;INSTITUTO INTEGRAL SAN ANTONIO DE PADUA EX 72 BIS;54;2023;4;09/03/2023
112276;GC020;S;ESCUELA MEDIA NRO. 440 SIMON DE IRIONDO;54;2023;4;08/12/2023
117055;CP007;S;INSTITUTO INTEGRAL SAN ANTONIO DE PADUA EX 72 BIS;54;2023;4;15/11/2023
112276;GC021;S;ESCUELA MEDIA NRO. 440 SIMON DE IRIONDO;54;2023;4;07/12/2023
117055;CP008;S;INSTITUTO INTEGRAL SAN ANTONIO DE PADUA EX 72 BIS;54;2023;4;16/08/2023
112276;GC023;S;ESCUELA MEDIA NRO. 440 SIMON DE IRIONDO;54;2023;4;07/12/2023
117055;CP009;S;INSTITUTO INTEGRAL SAN ANTONIO DE PADUA EX 72 BIS;54;2023;4;06/07/2023
112276;GC025;S;ESCUELA MEDIA NRO. 440 SIMON DE IRIONDO;54;2023;4;07/02/2023
108115;FGB02;S;INSTITUTO LEONARDO DA VINCI;54;2023;4;14/07/2023
112276;GC035;S;ESCUELA MEDIA NRO. 440 SIMON DE IRIONDO;54;2023;4;06/12/2023
108115;FGB02;S;INSTITUTO LEONARDO DA VINCI;54;2023;2;14/07/2023
112667;TS005;S;PARQUE EÓLICO ANTONIO MORÁN;54;2023;5;25/11/2023
123437;16257;S;PADRE URBANO SALORT;54;2023;2;12/12/2023
123437;16258;S;PADRE URBANO SALORT;54;2023;2;20/12/2023
112667;TS007;S;PARQUE EÓLICO ANTONIO MORÁN;54;2023;5;04/12/2023
112667;TS009;S;PARQUE EÓLICO ANTONIO MORÁN;54;2023;5;25/08/2023
112667;TS010;S;PARQUE EÓLICO ANTONIO MORÁN;54;2023;5;17/12/2023
59496;CE008;S;JUAN ABDALA CHAYEP;54;2023;4;15/12/2023
59496;CE013;S;JUAN ABDALA CHAYEP;54;2023;4;11/12/2023
112814;CSB01;S;ESCUELA INDUSTRIAL NRO.7;54;2023;4;12/12/2023
112814;CSB03;S;ESCUELA INDUSTRIAL NRO.7;54;2023;4;07/08/2023
112814;CSB06;S;ESCUELA INDUSTRIAL NRO.7;54;2023;4;28/12/2023
60559;CP012;S;INSTITUTO MARIA AUXILIADORA;54;2023;5;14/12/2023
112814;CSB09;S;ESCUELA INDUSTRIAL NRO.7;54;2023;4;06/12/2023
60559;CP013;S;INSTITUTO MARIA AUXILIADORA;54;2023;5;08/08/2023
60559;CP018;S;INSTITUTO MARIA AUXILIADORA;54;2023;5;27/11/2023
112814;CSB10;S;ESCUELA INDUSTRIAL NRO.7;54;2023;4;14/12/2023
60559;CP022;S;INSTITUTO MARIA AUXILIADORA;54;2023;5;19/12/2023
112814;CSB28;S;ESCUELA INDUSTRIAL NRO.7;54;2023;4;05/07/2023
117153;CSB04;S;COLEGIO UNIVERSITARIO PATAGÓNICO;54;2023;4;24/04/2023
113130;TS001;S;SANTO DOMINGO SAVIO;54;2023;4;03/03/2023
117153;CSB10;S;COLEGIO UNIVERSITARIO PATAGÓNICO;54;2023;4;14/12/2023
113130;TS005;S;SANTO DOMINGO SAVIO;54;2023;4;25/11/2023
113130;TS007;S;SANTO DOMINGO SAVIO;54;2023;4;04/12/2023
113130;TS009;S;SANTO DOMINGO SAVIO;54;2023;4;25/08/2023
113130;TS010;S;SANTO DOMINGO SAVIO;54;2023;4;17/12/2023
113235;CSB07;S;INSTITUTO SANTO DOMINGO SAVIO;54;2023;4;11/07/2023
113235;CSB08;S;INSTITUTO SANTO DOMINGO SAVIO;54;2023;4;11/08/2023
113235;CSB10;S;INSTITUTO SANTO DOMINGO SAVIO;54;2023;4;14/12/2023
113235;CSB11;S;INSTITUTO SANTO DOMINGO SAVIO;54;2023;4;10/07/2023
113235;CSB12;S;INSTITUTO SANTO DOMINGO SAVIO;54;2023;4;08/12/2023
113235;CSB32;S;INSTITUTO SANTO DOMINGO SAVIO;54;2023;4;14/07/2023
66441;CS015;S;INSTITUTO SANTO DOMINGO SAVIO;54;2023;5;25/09/2023
113495;GC008;S;COLEGIO DON EDUARDO DE CHAPEAUROUGE;54;2023;4;11/07/2023
67519;CE011;S;OTROS;54;2023;4;15/03/2023
67519;CE014;S;OTROS;54;2023;4;20/12/2023
67519;CE016;S;OTROS;54;2023;4;04/12/2023
67519;CE019;S;OTROS;54;2023;4;29/11/2023
117972;GC002;S;ESCUELA COMERCIAL NOCT. Y ANEXO TALLER DR. J.G. PUJOL;54;2023;4;14/07/2023
117972;GC004;S;ESCUELA COMERCIAL NOCT. Y ANEXO TALLER DR. J.G. PUJOL;54;2023;4;20/12/2023
117972;GC008;S;ESCUELA COMERCIAL NOCT. Y ANEXO TALLER DR. J.G. PUJOL;54;2023;4;11/07/2023
117972;GC009;S;ESCUELA COMERCIAL NOCT. Y ANEXO TALLER DR. J.G. PUJOL;54;2023;4;12/07/2023
117972;GC010;S;ESCUELA COMERCIAL NOCT. Y ANEXO TALLER DR. J.G. PUJOL;54;2023;4;14/07/2023
117972;GC011;S;ESCUELA COMERCIAL NOCT. Y ANEXO TALLER DR. J.G. PUJOL;54;2023;4;04/12/2023
117972;GC012;S;ESCUELA COMERCIAL NOCT. Y ANEXO TALLER DR. J.G. PUJOL;54;2023;4;30/11/2023
117972;GC014;S;ESCUELA COMERCIAL NOCT. Y ANEXO TALLER DR. J.G. PUJOL;54;2023;4;06/12/2023
117972;GC015;S;ESCUELA COMERCIAL NOCT. Y ANEXO TALLER DR. J.G. PUJOL;54;2023;4;29/12/2023
117972;GC017;S;ESCUELA COMERCIAL NOCT. Y ANEXO TALLER DR. J.G. PUJOL;54;2023;4;16/08/2023
117972;GC018;S;ESCUELA COMERCIAL NOCT. Y ANEXO TALLER DR. J.G. PUJOL;54;2023;4;03/07/2023
117972;GC019;S;ESCUELA COMERCIAL NOCT. Y ANEXO TALLER DR. J.G. PUJOL;54;2023;4;18/12/2023
117972;GC021;S;ESCUELA COMERCIAL NOCT. Y ANEXO TALLER DR. J.G. PUJOL;54;2023;4;07/12/2023
68549;TS026;S;GENDARMERIA NACIONAL;54;2023;4;17/08/2023
117972;GC025;S;ESCUELA COMERCIAL NOCT. Y ANEXO TALLER DR. J.G. PUJOL;54;2023;4;21/12/2023
113495;GC009;S;COLEGIO DON EDUARDO DE CHAPEAUROUGE;54;2023;4;12/07/2023
117972;GC035;S;ESCUELA COMERCIAL NOCT. Y ANEXO TALLER DR. J.G. PUJOL;54;2023;4;06/12/2023
113495;GC010;S;COLEGIO DON EDUARDO DE CHAPEAUROUGE;54;2023;4;14/07/2023
113499;CP004;S;INSTITUTO JOSE MANUEL ESTRADA;54;2023;4;09/03/2023
118112;TU001;S;INSTITUTO MARIA AUXILIADORA;54;2023;4;30/11/2023
118112;TU003;S;INSTITUTO MARIA AUXILIADORA;54;2023;4;28/12/2023
118112;TU005;S;INSTITUTO MARIA AUXILIADORA;54;2023;4;28/11/2023
118112;TU033;S;INSTITUTO MARIA AUXILIADORA;54;2023;4;01/06/2023
113499;CP007;S;INSTITUTO JOSE MANUEL ESTRADA;54;2023;4;20/12/2023
113499;CP008;S;INSTITUTO JOSE MANUEL ESTRADA;54;2023;4;16/08/2023
113499;CP009;S;INSTITUTO JOSE MANUEL ESTRADA;54;2023;4;06/07/2023
113612;GC008;S;INSTITUTO STA.MA.DE LOS APOSTOLES;54;2023;4;11/07/2023
68600;FG003;S;COLEGIO PROV.DE EDUCACION POLIMODAL N° 12 DR. M.CASTULO PAR;54;2023;4;15/03/2023
113612;GC009;S;INSTITUTO STA.MA.DE LOS APOSTOLES;54;2023;4;12/07/2023
68600;HI011;S;COLEGIO PROV.DE EDUCACION POLIMODAL N° 12 DR. M.CASTULO PAR;54;2023;4;15/03/2023
113612;GC010;S;INSTITUTO STA.MA.DE LOS APOSTOLES;54;2023;4;14/07/2023
113612;GC011;S;INSTITUTO STA.MA.DE LOS APOSTOLES;54;2023;4;04/12/2023
113612;GC012;S;INSTITUTO STA.MA.DE LOS APOSTOLES;54;2023;4;30/11/2023
113612;GC014;S;INSTITUTO STA.MA.DE LOS APOSTOLES;54;2023;4;06/12/2023
113612;GC015;S;INSTITUTO STA.MA.DE LOS APOSTOLES;54;2023;4;29/12/2023
113612;GC025;S;INSTITUTO STA.MA.DE LOS APOSTOLES;54;2023;4;21/12/2023
113820;FG004;S;INSTITUTO MARTIN RIVADAVIA;54;2023;2;06/12/2023
68600;HI013;S;COLEGIO PROV.DE EDUCACION POLIMODAL N° 12 DR. M.CASTULO PAR;54;2023;4;15/03/2023
68600;HI015;S;COLEGIO PROV.DE EDUCACION POLIMODAL N° 12 DR. M.CASTULO PAR;54;2023;4;15/03/2023
68600;HI020;S;COLEGIO PROV.DE EDUCACION POLIMODAL N° 12 DR. M.CASTULO PAR;54;2023;4;15/03/2023
68600;HI021;S;COLEGIO PROV.DE EDUCACION POLIMODAL N° 12 DR. M.CASTULO PAR;54;2023;4;15/03/2023
68600;HI023;S;COLEGIO PROV.DE EDUCACION POLIMODAL N° 12 DR. M.CASTULO PAR;54;2023;4;20/04/2023
68600;HI028;S;COLEGIO PROV.DE EDUCACION POLIMODAL N° 12 DR. M.CASTULO PAR;54;2023;4;15/03/2023
113820;HI005;S;INSTITUTO MARTIN RIVADAVIA;54;2023;2;28/02/2023
